ID,Name,Name_en,ナンバリング,種族,別名,モンスター格付け,素材削減,咆哮レベル,風圧レベル,耐震,状態異常,補足,レア6部位,弱点部位1,弱点部位2,弱点部位3,弱点属性画像1,弱点属性1,弱点属性画像2,弱点属性2,弱点属性画像3,弱点属性3,弱点属性画像4,弱点属性4,弱点属性画像5,弱点属性5,弱点属性一覧,①攻撃属性画像,①攻撃属性,②攻撃属性画像,②攻撃属性,③攻撃属性画像,③攻撃属性,攻撃属性一覧,アイコン画像,画像,裂傷,漂流石,閃光,未公開,次元変異未登場,次元臨界未登場,登場日,初登場タイトル,クエスト,登場するシーズンs,出現エリア,武器一覧,CreatedAt,UpdatedAt
B5mR1s9y,プケプケ亜種,CoralPukeiPukei,27,鳥竜種,水妖鳥（みずようちょう）,亜種,素材削減,小,小,なし,,,尻尾,頭,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/c262bf54039.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034924464&Signature=BEDuFbOaTtfhlmueCr%2BWTmYpv2U%3D,氷,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/262bf540395.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034924471&Signature=4TRkPFQJzsgssNyOIVIJe3Zv7O8%3D,毒,,,,,,,氷属性毒,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/d0b4f5ba449.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034924613&Signature=eRV8VhbVsh6zkwRyc6c1Yl1PK48%3D,水,,,,,水,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/21/541604e83e9.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034338764&Signature=%2BeEJZ%2Bhy5Qr1NSGzmwu%2BKne3Eo8%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/26/cb18c18ecc7.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034722592&Signature=7NC%2BoveBlAcFZQ92ntaq9YPbq0M%3D,なし,青,なし,FALSE,FALSE,FALSE,,モンスターハンターワールド：アイスボーン,",,,,,,,2025/07/07,2025/09/14,,,2026/01/05",十六夜に揺らぐ鬼火銀雪のランページ春陽薙ぐソードテイル夕凪乱す赤き残光要撃用意！次元臨界の咆哮,"森林,沼地","片手剣,大剣,ハンマー,狩猟笛,ランス,スラッシュアックス,操虫棍,ライトボウガン,ヘビィボウガン,弓",2024/06/21 17:46:22,2025/12/16 17:12:02
X7yZ2k4m,ディアブロス亜種,BlackDiablos,26,飛竜種,黒角竜（こくかくりゅう）,亜種,素材削減,大,小,なし,,,角,頭,腹,尻尾,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/ece7f635f6a.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034925192&Signature=RG3RFWJddDl%2Bi845v%2Br5D6pp2Xo%3D,氷,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/2aece7f635f.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034925187&Signature=gp7cnuAV%2FdDa4hSMyMBW%2BGkfgkk%3D,麻痺,,,,,,,氷属性麻痺,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/10/17/89ca6e766b4.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2076050101&Signature=VSAvBvGZk%2BjWjwn%2BygSMkZ7Ie1E%3D,無属性,,,,,無,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/21/18ddc354160.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034338747&Signature=G%2BcZbzGedA%2FWAojaqgy8AR9hxbE%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/26/473199f62fa.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034723293&Signature=vrmbByuitZfDxZGU2NHnRHq7%2BQI%3D,なし,黒,なし,FALSE,FALSE,FALSE,,モンスターハンター,",,,,,,,,,2025/09/29",十六夜に揺らぐ鬼火銀雪のランページ春陽薙ぐソードテイル夕凪乱す赤き残光,砂漠,"双剣,ハンマー,スラッシュアックス,チャージアックス,操虫棍,ヘビィボウガン,弓",2024/06/21 17:46:11,2025/11/07 16:36:30
D9mS4n1w,リオレウス亜種,AzureRathalos,25,飛竜種,蒼火竜（あおひりゅう）,亜種,素材削減,大,大,なし,,,尻尾,頭,翼,尻尾先,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/0ae82f59484.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034926570&Signature=IGNy4GHl3SRO4UM8pD06OMp1W78%3D,氷,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/e82f5948444.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034926581&Signature=JXSGS%2F%2FbnVRZjPtSsVE756feNrA%3D,龍,,,,,,,氷属性龍属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/444a303a5ae.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034926725&Signature=UCW48qbmwzY7%2FqHSBkVob%2F9EyB0%3D,火,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/a5ae4a830a7.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034926792&Signature=10vIo5Djr3kW6Yb6Oqt6DbKqIeY%3D,毒,,,火毒,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/21/da202b3a66f.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034320459&Signature=%2FjnoJ9vSTj2XHfHUcC2B9pC2uKE%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/26/28d7770f3dd.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034723411&Signature=SFnS1JP7PWvhXEk0yNHxLc4zfUs%3D,なし,赤,なし,FALSE,FALSE,FALSE,,モンスターハンター,",,,,,,2025/10/06,2025/08/25,2025/07/03,2025/09/14,,,2026/01/05",十六夜に揺らぐ鬼火銀雪のランページキリンに備えよ！火属性強化クエスト春陽薙ぐソードテイル夕凪乱す赤き残光集い築け！空飛ぶ探索拠点！,森林,"片手剣,大剣,太刀,ランス,ガンランス,スラッシュアックス,チャージアックス,操虫棍,ライトボウガン,弓",2024/06/21 17:45:45,2025/10/07 21:41:56
gP3vT8rL,リオレイア亜種,PinkRathian,24,飛竜種,桜火竜（さくらかりゅう）,亜種,素材削減,小,小,なし,,,尻尾（切断のみ）,頭,翼,尻尾先,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/26/0f3dd847001.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034723537&Signature=SZ3MlCJQ5CQQOt6dlphGIwie13s%3D,雷,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/26/f3dd847001f.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034723558&Signature=J%2FZWmnS5iAGHUUVtEJEWXpUQiaE%3D,龍,,,,,,,雷属性龍属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/26/7770f3dd847.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034723513&Signature=RNxq6UWe3q7U1dstBDfLTS2hKAw%3D,火,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/26/003d0ed131e.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034724476&Signature=dMOvgjhCpOA90%2BNL%2BGqpmdyl48U%3D,毒,,,火毒,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/06/11/9119992e146.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2064986310&Signature=dUn4nIwx76lvbpR7D%2BTAU6z%2FL%2Fs%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/26/a28d7770f3d.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034723403&Signature=9pQ7AMVLhB3jC3vavlJJxdohXi8%3D,なし,青,なし,FALSE,FALSE,FALSE,,モンスターハンター,",,,,,,,,2025/07/14,2025/09/14,2025/10/20,2025/11/24",十六夜に揺らぐ鬼火銀雪のランページ春陽薙ぐソードテイル夕凪乱す赤き残光,森林,"片手剣,太刀,狩猟笛,ガンランス,チャージアックス,弓",2024/06/21 17:45:07,2025/11/07 16:30:56
2hR9tP4j,クシャルダオラ,KushalaDaora,23,古龍種,鋼龍（こうりゅう）,古龍種,,大,大,なし,,,頭,頭,前脚,尻尾,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/27/09aa12a8464.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034834683&Signature=c9ilFCl48DoPudfOVKA05y8zEEk%3D,雷,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/27/2a8464729b6.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034834695&Signature=vzdkvJ2PBqptuvZnBQZX1ZaNED0%3D,龍,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/27/729b6437683.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034834717&Signature=%2FoyjfilUzroFsQN7SCCh0U10Bt0%3D,毒,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/09/30/dcb10e5ad21.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2043064543&Signature=wiKCyb%2B8dqHkOk%2Fl%2BUdTo0oQXsA%3D,爆破,,,雷属性龍属性毒爆破,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/10/17/934e26e1b86.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2076050107&Signature=YfHuJZM%2BYHL9Avckc1%2BYStz5Uy8%3D,無属性,,,,,無,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/21/3360a216381.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034339198&Signature=C0olo%2BXG2Y0kNo56IULD0d8CK1g%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/21/fc345f40c75.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034340742&Signature=0aPYgboO8S%2BBHkDWd4Xh9qPcqU4%3D,なし,,なし,FALSE,FALSE,FALSE,,モンスターハンター2（ドス）,",2025/08/25,2026/01/19",,古龍迎撃戦,"片手剣,双剣,大剣,太刀,ハンマー,狩猟笛,ランス,ガンランス,スラッシュアックス,チャージアックス,操虫棍,ライトボウガン,ヘビィボウガン,弓",2024/06/21 17:31:02,2025/10/17 18:32:35
6vN1mX7s,フルフル,Khezu,22,飛竜種,奇怪竜（きかいりゅう）,"通常種,次元変異",素材削減,大,小,なし,,,頭,頭,首,胴,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/27/8e49e0033fb.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034834809&Signature=Mz0X%2Fa5VLRoTtIxfG6DAcpEourU%3D,火,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/27/9e0033fbc17.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034834819&Signature=wydokMyIXuqRTBaRYD%2FUJwO0bCc%3D,毒,,,,,,,火属性毒,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/27/33fbc176974.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034834837&Signature=AiOc%2FGt1TLgJhwvB5vtMEXGY8zg%3D,雷,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/27/bc1769740b0.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034834849&Signature=vXVJIxVICuQHXo%2Fcoucsup6CHrg%3D,麻痺,,,雷麻痺,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/21/ae3360a2163.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034339192&Signature=t%2FuaddRxQOcqMMvkNYTKcPUxWNo%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/26/2203a729696.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034722476&Signature=%2BClJQ6lvCo3aLpFygg%2BYrk4YBBk%3D,なし,黄色,なし,FALSE,FALSE,FALSE,,モンスターハンター,",,,,,,2025/08/04,2025/12/11,2025/12/22,2025/12/29,2025/12/26,2026/01/05,2026/01/12",十六夜に揺らぐ鬼火銀雪のランページバゼルギウスに備えよう！雷属性強化クエスト春陽薙ぐソードテイル夕凪乱す赤き残光,"沼地,雪原","片手剣,双剣,大剣,ハンマー,狩猟笛,ガンランス,スラッシュアックス,操虫棍,ライトボウガン,弓",2024/06/21 17:30:14,2025/12/11 10:21:02
xZ5kM9rN,バサルモス,Basarios,21,飛竜種,岩竜（がんりゅう）,通常種,素材削減,小,なし,なし,,,頭,頭（打）,腹（斬）,翼（弾）,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/495976b2f30.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034923863&Signature=Wt3Up6FJOLXrD2PDwpKQAq7vuok%3D,水,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/0e495976b2f.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034923857&Signature=%2Fdv3NRE9Ag4a1KrT3gIqNjbron0%3D,龍,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/20e495976b2.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034923849&Signature=J1IURlQAxm2nyb35dF242T%2Fm%2FYI%3D,毒,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/320e495976b.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034923843&Signature=azyJFRf6CkdUUhG5gUsYC9YlDns%3D,睡眠,,,水属性龍属性毒睡眠,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/9e89e6d558c.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034923116&Signature=9hRzx4f8ekh%2FNgATV9xpiJT6aMc%3D,火,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/79e89e6d558.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034923110&Signature=PLq7oVLXyxlfcwOVfpH194XX2X4%3D,毒,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/179e89e6d55.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034923104&Signature=c5%2Fk4OoXJW3uboj%2F0LR2iCTa%2BQU%3D,睡眠,火毒睡眠,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/21/5ae3360a216.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034339181&Signature=6o8%2FHGYdTrg8B9chbRo3e17KcsU%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/26/c2203a72969.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034722466&Signature=o5G593%2BntWpYHzFNAIZzwgkDd9Q%3D,なし,青,なし,FALSE,FALSE,FALSE,,モンスターハンター,",,,,,,2025/09/01,,2026/01/05,2026/01/26",十六夜に揺らぐ鬼火銀雪のランページキリンに備えよ！火属性強化クエスト夕凪乱す赤き残光集い築け！空飛ぶ探索拠点！,砂漠,"太刀,ハンマー,狩猟笛,ランス,チャージアックス,ライトボウガン,ヘビィボウガン",2024/06/21 17:29:34,2025/11/07 16:31:02
G2sD7n1w,イビルジョー,Deviljho,20,獣竜種,恐暴竜（きょうぼうりゅう）,"通常種,次元変異",素材削減,大,小,小,,,頭,頭,胸（興奮時）,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/a8c3b60bdaa.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034922394&Signature=YYOxWpP8NLkEsfXH882O5%2FDWEgc%3D,雷,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/3b60bdaacd9.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034922400&Signature=tapDlvL%2FOkX7HQBMmP7FqNkDzi8%3D,龍,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/60bdaacd972.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034922406&Signature=04KE2u4gr348sj6BHvWrB49bnRE%3D,毒,,,,,雷属性龍属性毒,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/25/fe1c3e0b985.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034675789&Signature=ccCxt27klzfvaJsNr%2BCswQqUNws%3D,龍,,,,,龍,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/21/d425ae3360a.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034339174&Signature=U20ZwICv6Meqo2Rp440oXLoTBKY%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/25/1cdc2490f4d.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034676118&Signature=DrORRjfgvHFqwLUZU2p8fiYKqq0%3D,なし,黒,なし,FALSE,FALSE,FALSE,,モンスターハンター3（トライ）,"2025/09/25,,2025/10/06,,,2025/07/14,2025/08/25,2025/09/18,2025/09/29,2025/09/26a,2025/09/27b,2025/09/28c,2025/09/18a,2025/11/17,2025/12/5,2025/12/29,,2026/01/19",要撃用意！次元臨界の咆哮,"森林,砂漠,沼地,雪原","片手剣,双剣,太刀,ハンマー,狩猟笛,ランス,ガンランス,スラッシュアックス,チャージアックス,操虫棍,ライトボウガン,ヘビィボウガン,弓",2024/06/21 17:29:16,2025/12/16 17:13:07
jP4vT9rL,オドガロン,Odogaron,19,牙竜種,惨爪竜（ざんそうりゅう）,通常種,素材削減,小,なし,なし,,,前脚,頭,前脚,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/14734847754.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034922217&Signature=exOcgZVViAoO%2Fk8swX6SCvIbWNU%3D,氷,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/73484775431.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034922223&Signature=aGycX0uB%2FRrjIkL42kX6qFX%2BeF8%3D,麻痺,,,,,,,氷属性麻痺,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/10/17/040d3b11185.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2076050115&Signature=ZCbs7KHBMhBQ9J9eMo6HFoR5GYI%3D,無属性,,,,,無,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/21/912d425ae33.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034339166&Signature=2VP32gj9qqT6LW0Xnn6vpMUXyj4%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/26/c06249c2203.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034722422&Signature=P4U2velLs2Hwz5K8OT9UUUdP1iE%3D,あり,黒,なし,FALSE,FALSE,FALSE,,モンスターハンター：ワールド,",,",十六夜に揺らぐ鬼火銀雪のランページ,"砂漠,沼地","双剣,ランス,チャージアックス,操虫棍,ライトボウガン",2024/06/21 17:28:58,2025/11/07 16:36:38
9vN7kX2m,ツィツィヤック,TzitziYaKu,18,鳥竜種,眩鳥（げんちょう）,通常種,素材削減,なし,なし,なし,,,頭（1回目、2回目）,頭,前脚,腹部,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/27/0b5339d42b2.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034825602&Signature=vWMkPnc8UMrGEgyFxKLvnde4spY%3D,氷,,,,,,,,,氷属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2025/10/17/b1118515295.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2076050121&Signature=goIHCMQ2qWkHAi4Yt1qSjo0P6o0%3D,無属性,,,,,無,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/21/b0912d425ae.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034339158&Signature=zuO97%2B%2FgfIhVJVpfnpLCjKCIM04%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/26/3c06249c220.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034722416&Signature=TdG%2FjmPLn4RSCVQgXM3zxCG6TkY%3D,なし,黄色,あり,FALSE,FALSE,FALSE,,モンスターハンター：ワールド,",,,,2025/10/13,,2025/06/30,2025/08/04,,2025/12/22",十六夜に揺らぐ鬼火銀雪のランページバゼルギウスに備えよう！雷属性強化クエスト集い築け！空飛ぶ探索拠点！,"砂漠,沼地","双剣,太刀,操虫棍,ヘビィボウガン",2024/06/21 17:28:37,2025/12/22 13:49:27
3hR4tP9s,ジンオウガ,Zinogre,17,牙竜種,雷狼竜（らいろうりゅう）,"通常種,次元変異",,小,大,なし,,,尻尾,頭,後脚,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/27/e180d3d8da6.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034834265&Signature=3CvdYJ2YL1%2Fjlw03RA3syFV8tdY%3D,氷,,,,,,,,,氷属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/27/55930fe806f.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034834339&Signature=U08abkIGF%2ByhOxJ%2B0OdtO8rT6Eg%3D,雷,,,,,雷,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/21/6fab0912d42.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034339150&Signature=ZfYutjAqMEt9%2FCLUWdQGzt8LZ0g%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/26/04ef84ec43c.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034722359&Signature=wJx%2BRccKRlKqCHWKLkEsBztLoqM%3D,なし,黄色,なし,FALSE,FALSE,FALSE,,モンスターハンターポータブル3rd,",,,,,2025/06/02,,,2025/08/04,2025/12/22",十六夜に揺らぐ鬼火銀雪のランページバゼルギウスに備えよう！雷属性強化クエスト春陽薙ぐソードテイル夕凪乱す赤き残光,"森林,沼地,雪原","片手剣,双剣,大剣,太刀,ハンマー,狩猟笛,ランス,ガンランス,スラッシュアックス,チャージアックス,操虫棍,ライトボウガン,ヘビィボウガン,弓",2024/06/21 17:28:16,2025/10/17 18:33:35
kL1wT7qf,ベリオロス,Barioth,16,飛竜種,氷牙竜（ひょうがりゅう）,"通常種,次元変異,次元臨界",素材削減,大,大,なし,,翼の棘を破壊すると動きに隙が生まれる。棘は、打撃系の武器が効果的。,尻尾,頭,,,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/acbadb806d8.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034922036&Signature=ElSfw9Jlfj7zdp2azfkmk%2Fu94%2BM%3D,火,,,,,,,,,火属性,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/28/adb806d8a05.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034922051&Signature=gek%2FqqMW16Xo7L8vq%2BBD5xhuoVk%3D,氷,,,,,氷,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/21/1e26fab0912.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034339142&Signature=NJ1B65M0993M6W1VJtLuuqxq6M0%3D,https://s3.ap-northeast-1.amazonaws.com/staging.click-platform.dbfile/user34252/2024/06/26/ef84ec43c06.png?AWSAccessKeyId=AKIA3JCH5IRY54KVZTMW&Expires=2034722369&Signature=LGUrL3Qk7NAY%2Fjeez0H7TKGRS5w%3D,なし,水色,なし,FALSE,FALSE,FALSE,,モンスターハンター3（トライ）,",,,,,2025/07/21,2025/09/14,2025/09/18",銀雪のランページ春陽薙ぐソードテイル夕凪乱す赤き残光,雪原,"片手剣,双剣,大剣,太刀,ハンマー,狩猟笛,ランス,ガンランス,スラッシュアックス,チャージアックス,操虫棍,ライトボウガン,ヘビィボウガン,弓",2024/06/21 17:27:59,2025/10/07 21:38:29
