WeaponID,No.,Name,カテゴリー,属性,攻撃力,攻撃力10-5,属性値,属性値10-5,会心率,装備スキル①,装備スキル①Lv,画像,装備スキル②,装備スキル②Lv,モンスター,画像ファイルネーム,s3Url,補足,CreatedAt,UpdatedAt
viwh1bNy,40046,禍鎌ヴァルナロス5,太刀,龍属性,1221,,1142,,0,強化持続,2,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E7%A6%8D%E9%8E%8C%E3%83%B4%E3%82%A1%E3%83%AB%E3%83%8A%E3%83%AD%E3%82%B9.png,,2024/10/21 23:45:03,2024/10/22 0:05:07
nzTev4R9,40047,エスペラエッジ5,太刀,無属性,1878,,0,,0,ロックオン,1,,,,なし,,,,,
NdkUtMD6,50001,鬼鉄5,ハンマー,無属性,1596,,0,,0,毒耐性,2,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E9%AC%BC%E9%89%84.png,,2024/08/02 14:06:52,2024/10/02 10:23:25
G1AXcnkW,50002,ビークインパクト5,ハンマー,無属性,1596,,0,,30,不屈,2,,,,クルルヤック,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E3%83%93%E3%83%BC%E3%82%AF%E3%82%A4%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88.png,,2024/08/02 14:06:52,2024/10/02 10:23:45
v5BqMOQi,50003,ベネ・フロル5,ハンマー,毒,1596,,400,,0,闇討ち,1,,,,プケプケ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E3%83%99%E3%83%8D%E3%83%BB%E3%83%95%E3%83%AD%E3%83%AB.png,,2024/08/02 14:06:52,2024/10/02 10:24:08
CYpR7rXM,50004,アクア・フローラ改5,ハンマー,水属性,1221,,1142,,0,耳栓,1,,,,プケプケ亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E3%82%A2%E3%82%AF%E3%82%A2%E3%83%BB%E3%83%95%E3%83%AD%E3%83%BC%E3%83%A9%E6%94%B9.png,,2024/08/02 14:06:52,2024/10/02 10:24:26
IOYqEzsJ,50005,ボルボブレイカー5,ハンマー,無属性,1756,,0,,0,防御,2,,,,ボルボロス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E3%83%9C%E3%83%AB%E3%83%9C%E3%83%96%E3%83%AC%E3%82%A4%E3%82%AB%E3%83%BC.png,,2024/08/02 14:06:52,2024/10/02 10:24:47
gM8W2gQA,50006,マラドマトラカ5,ハンマー,麻痺,1596,,400,,0,闇討ち,1,,,,ドスギルオス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E3%83%9E%E3%83%A9%E3%83%89%E3%83%9E%E3%83%88%E3%83%A9%E3%82%AB.png,,2024/08/02 14:06:52,2024/10/02 10:25:34
Vuhl4XUi,50007,ライトニングバッシュ5,ハンマー,雷属性,1293,,910,,0,回避距離UP,1,,,,トビカガチ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E3%83%A9%E3%82%A4%E3%83%88%E3%83%8B%E3%83%B3%E3%82%B0%E3%83%90%E3%83%83%E3%82%B7%E3%83%A5.png,,2024/08/02 14:06:52,2024/10/02 10:26:19
JvD3FHZA,50008,ニュクスハンマー6,ハンマー,睡眠,1756,,300,,0,闇討ち,1,,,,パオウルムー亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E3%83%8B%E3%83%A5%E3%82%AF%E3%82%B9%E3%83%8F%E3%83%B3%E3%83%9E%E3%83%BC.png,,2024/08/02 14:06:52,2024/10/02 10:27:37
We8LhCZe,50009,ウォーターバッシュ5,ハンマー,水属性,1293,,910,,0,背水防御,1,,,,ジュラトドス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E3%82%A6%E3%82%A9%E3%83%BC%E3%82%BF%E3%83%BC%E3%83%90%E3%83%83%E3%82%B7%E3%83%A5.png,,2024/08/02 14:06:52,2024/10/02 10:27:55
YwuKaKeN,50010,ジャナフストライク5,ハンマー,火属性,1293,,910,,0,尻上がり,1,,,,アンジャナフ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E3%82%B8%E3%83%A3%E3%83%8A%E3%83%95%E3%82%B9%E3%83%88%E3%83%A9%E3%82%A4%E3%82%AF.png,,2024/08/02 14:06:52,2024/10/02 10:29:01
ENYFz0UV,50011,ドンナ=ジャナール6,ハンマー,雷属性,1197,,1154,,20,会心撃【属性】,1,,,,アンジャナフ亜種,,,,,
uAeIiQNC,50012,ブロスシャッター5,ハンマー,無属性,1979,,0,,0,火事場力,1,,,,ディアブロス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E3%83%96%E3%83%AD%E3%82%B9%E3%82%B7%E3%83%A3%E3%83%83%E3%82%BF%E3%83%BC.png,,2024/08/02 14:06:52,2024/10/02 10:29:31
EUU8Kouq,50013,カオスシャッター6,ハンマー,無属性,2218,,0,,-30,破壊王,1,,,,ディアブロス亜種,,,,2024/08/02 14:06:52,2024/10/03 17:29:13
yzH6gUDk,50014,火竜砕フラカン5,ハンマー,火属性,1221,,1142,,0,耳栓,1,,,,リオレウス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E7%81%AB%E7%AB%9C%E7%A0%95%E3%83%95%E3%83%A9%E3%82%AB%E3%83%B3.png,,,
WZ39qttd,50015,星砕きプロメテオル5,ハンマー,火属性,1258,,1082,,30,会心撃【属性】,2,,,,リオレウス希少種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E6%98%9F%E7%A0%95%E3%81%8D%E3%83%97%E3%83%AD%E3%83%A1%E3%83%86%E3%82%AA%E3%83%AB.png,,2024/10/14 12:09:58,2024/10/18 9:48:41
r1uLpGIH,50016,バルキンストライク5,ハンマー,睡眠,1596,,400,,0,防御,2,,,,ラドバルキン,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E3%83%90%E3%83%AB%E3%82%AD%E3%83%B3%E3%82%B9%E3%83%88%E3%83%A9%E3%82%A4%E3%82%AF.png,,2024/08/02 14:06:52,2024/10/03 17:43:04
ok8136PJ,50017,巨牛の大蹄8,ハンマー,無属性,1764,,0,,0,体幹強化,2,,,,バフバロ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E5%B7%A8%E7%89%9B%E3%81%AE%E5%A4%A7%E8%B9%84.png,,2024/08/02 14:06:52,2024/10/03 17:42:46
j9BCrDfb,50018,アイシクルバッシュ7,ハンマー,氷属性,1191,,910,,20,回避距離UP,1,,,,ベリオロス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E3%82%A2%E3%82%A4%E3%82%B7%E3%82%AF%E3%83%AB%E3%83%90%E3%83%83%E3%82%B7%E3%83%A5.png,,2024/08/02 14:06:52,2024/10/03 17:42:26
xh5IwJFC,50019,王牙槌【大雷】1,ハンマー,雷属性,1221,,1142,,0,ジャスト回避強化,1,,,,ジンオウガ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E7%8E%8B%E7%89%99%E6%A7%8C%E3%80%90%E5%A4%A7%E9%9B%B7%E3%80%911.png,,2024/08/02 14:06:52,2024/08/22 13:40:11
uwsGMJHe,50020,カオスラッシュ5,ハンマー,龍属性,1318,,1261,,-30,KO術,1,,,,イビルジョー,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E3%82%AB%E3%82%AA%E3%82%B9%E3%83%A9%E3%83%83%E3%82%B7%E3%83%A5.png,,2024/08/02 14:06:52,2024/10/03 17:21:09
AivJ8Ubu,50021,バサルバッシュ5,ハンマー,無属性,1874,,0,,-15,火事場力,1,,,,バサルモス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E3%83%90%E3%82%B5%E3%83%AB%E3%83%90%E3%83%83%E3%82%B7%E3%83%A5.png,,2024/08/02 14:06:52,2024/10/03 17:20:47
M6m4c6xx,50022,雷鎚フルフル5,ハンマー,雷属性,1194,,913,,20,フルチャージ,1,,,,フルフル,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E9%9B%B7%E9%8E%9A%E3%83%95%E3%83%AB%E3%83%95%E3%83%AB.png,,2024/08/02 14:06:52,2024/10/03 17:20:25
iCdlceLo,50023,コロサル=ダオラ5,ハンマー,氷属性,1553,,974,,0,狩人の結束,1,,風圧耐性,2,クシャルダオラ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E3%82%B3%E3%83%AD%E3%82%B5%E3%83%AB%3D%E3%83%80%E3%82%AA%E3%83%A9.png,,2024/08/02 14:06:52,2024/08/22 23:22:46
VE0acPer,50024,おきつなみ撓鎚の華石5,ハンマー,水属性,1138,,1156,,20,ジャスト回避強化,1,,,,タマミツネ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E3%81%8A%E3%81%8D%E3%81%A4%E3%81%AA%E3%81%BF%E6%92%93%E9%8E%9A%E3%81%AE%E8%8F%AF%E7%9F%B3.png,,2024/08/02 14:06:52,2024/10/03 17:44:24
cXHTD2gD,50025,テオ=クラリア5,ハンマー,爆破,1684,,502,,0,狩人の結束,1,,火事場力,2,テオ・テスカトル,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E3%83%86%E3%82%AA%3D%E3%82%AF%E3%83%A9%E3%83%AA%E3%82%A2.png,,2024/08/19 18:41:57,2024/10/17 20:29:32
z1VU4HRD,50026,禍ツ槌ノ幽鬼グラージ5,ハンマー,爆破,1516,,496,,0,破壊王,1,,,,マガイマガド,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E7%A6%8D%E3%83%84%E6%A7%8C%E3%83%8E%E5%B9%BD%E9%AC%BC%E3%82%B0%E3%83%A9%E3%83%BC%E3%82%B8.png,,2024/10/12 10:43:04,2024/10/12 10:43:04
BF9LVPTn,50027,怒髪豪ダイラージャン5,ハンマー,雷属性,1318,,1261,,-30,破壊王,1,,,,ラージャン,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E6%80%92%E9%AB%AA%E8%B1%AA%E3%83%80%E3%82%A4%E3%83%A9%E3%83%BC%E3%82%B8%E3%83%A3%E3%83%B3.png,,2024/10/12 10:40:55,2024/10/12 10:40:55
p6Yi0oKf,50028,潰滅の一撃5,ハンマー,龍属性,1553,,974,,0,狩人の結束,1,,破壊王,2,ネルギガンテ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E6%BD%B0%E6%BB%85%E3%81%AE%E4%B8%80%E6%92%83.png,,2024/10/14 12:12:21,2024/10/14 12:12:21
gshoocw6,50029,甲鎚ゴグマ5,ハンマー,麻痺,1516,,496,,0,回避距離UP,1,,,,ラングロトラ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E7%94%B2%E9%8E%9A%E3%82%B4%E3%82%B0%E3%83%9E.png,,,
WjFRHDRz,50030,夢幻のメロウブロウ5,ハンマー,睡眠,1567,,496,,-15,回避距離UP,1,,,,イソネミクニ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E5%A4%A2%E5%B9%BB%E3%81%AE%E3%83%A1%E3%83%AD%E3%82%A6%E3%83%96%E3%83%AD%E3%82%A6.png,,,
evKI1Fev,50031,ストライプストライク改5,ハンマー,無属性,2198,,0,,-40,凶会心,1,,,,ティガレックス,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E3%82%B9%E3%83%88%E3%83%A9%E3%82%A4%E3%83%97%E3%82%B9%E3%83%88%E3%83%A9%E3%82%A4%E3%82%AF%E6%94%B9.png,,,
Q5qD2Qgo,50032,纏槌ハシャハトゥリ5,ハンマー,無属性,1834,,0,,10,防御の備え,1,,,,チャタカブラ,,,,,
CJOgcucD,50033,ステグマ【弐之型】5,ハンマー,無属性,1971,,0,,-20,SPスキル威力アップ,2,,,,アオアシラ,,,,,
nmVqqqfa,50034,灼炎のイシャター改5,ハンマー,火属性,1318,,1261,,-30,凶会心,1,,,,ディノバルド,,,,,
a8h7LJhu,50035,幻惑のディアマルト5,ハンマー,毒,1741,,505,,0,狩人の結束,1,,闇討ち【状態異常】,2,オオナズチ,,,,,
oDnfOzS2,50036,ダーティイロード5,ハンマー,毒,1647,,307,,10,ロックオン,1,,,,ドスフロギィ,,,,,
Q1iOgv5N,50037,大天具・鈷槌コンゴウ5,ハンマー,無属性,1764,,0,,0,グループハント強化【攻撃】,2,,,,ビシュテンゴ,,,,,
PsuGokqN,50038,ヒドゥンブレイカー改5,ハンマー,無属性,1738,,0,,40,死中に活,2,,,,ナルガクルガ,,,,,
dEyEa33F,50039,冷たき月の砕槌改5,ハンマー,雷属性,1020,,1173,,0,ハイチャージ【氷】,1,,,,ルナガロン,,,,,
sWA2W8P4,50040,ゴルム・ガベル改5,ハンマー,無属性,1979,,0,,0,果敢,1,,,,ガランゴルム,,,,,
SE9NxPMr,50041,ローゼンハンマー改5,ハンマー,火属性,1197,,1154,,20,破壊王【SPスキル】,2,,,,エスピナス,,,,,
wHzKuWqb,50042,噛砕のザシュラ5,ハンマー,龍属性,1205,,1305,,0,狩人の結束,1,,ハイチャージ【龍】,1,メル・ゼナ,,,,,
RrT0WviN,50043,ゴシャガベチャ5,ハンマー,氷属性,1311,,1200,,-30,凶会心,1,,,,ゴシャハギ,,,,,
mqvVWl1Q,50044,雷竜砕ゼクスムマ改5,ハンマー,雷属性,1138,,1156,,20,雷属性攻撃強化,1,,,,ライゼクス,,,,,
RPU7tUAS,50045,カーニバル2024ハンマー7,ハンマー,爆破,1623,,313,,0,防御,2,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E3%82%AB%E3%83%BC%E3%83%8B%E3%83%90%E3%83%AB2024%E3%83%8F%E3%83%B3%E3%83%9E%E3%83%BC.png,,2024/10/14 12:13:31,2024/10/14 12:13:31
pT3RDAtc,50046,ヘヴィロックボーン5,ハンマー,無属性,1596,,0,,0,SPゲージ加速,1,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E3%83%98%E3%83%B4%E3%82%A3%E3%83%AD%E3%83%83%E3%82%AF%E3%83%9C%E3%83%BC%E3%83%B3.png,,2024/08/02 14:06:52,2024/10/03 17:44:04
TuXkDAsw,50047,福運の竜槌6,ハンマー,龍属性,1293,,910,,0,精霊の加護,2,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/500xx/%E7%A6%8F%E9%81%8B%E3%81%AE%E7%AB%9C%E6%A7%8C.png,※生産・強化に必要な枚数：20枚,2024/08/02 14:06:52,2024/10/03 17:43:42
Ku0lywtf,50048,エスペラハンマー5,ハンマー,無属性,1878,,0,,0,ロックオン,1,,,,なし,,,,,
AosaLmOu,51001,グレートバグパイプ5,狩猟笛,無属性,1596,,0,,0,毒耐性,1,,,,なし,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/510xx/%E3%82%B0%E3%83%AC%E3%83%BC%E3%83%88%E3%83%90%E3%82%B0%E3%83%91%E3%82%A4%E3%83%97.png,,,
PkRloHiu,51002,リーシャタブル5,狩猟笛,無属性,1596,,0,,30,不屈,2,,,,クルルヤック,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/510xx/%E3%83%AA%E3%83%BC%E3%82%B7%E3%83%A3%E3%82%BF%E3%83%96%E3%83%AB.png,,,
M0fusuVs,51003,ダチュラホルン5,狩猟笛,毒,1596,,400,,0,闇討ち,1,,,,プケプケ,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/510xx/%E3%83%80%E3%83%81%E3%83%A5%E3%83%A9%E3%83%9B%E3%83%AB%E3%83%B3.png,,,
ph17w1Sv,51004,ラグーナドラム6,狩猟笛,水属性,1221,,1142,,0,耳栓,1,,,,プケプケ亜種,,https://monchan-db.s3.ap-northeast-1.amazonaws.com/510xx/%E3%83%A9%E3%82%B0%E3%83%BC%E3%83%8A%E3%83%89%E3%83%A9%E3%83%A0.png,,,
aQ4B1oHz,51005,土砂笙【獣ノ音】5,狩猟笛,無属性,1756,,0,,0,防御,2,,,,ボルボロス,,,,,
i13kvmYi,51006,ライトニングドラム5,狩猟笛,雷属性,1293,,910,,0,回避距離UP,2,,,,トビカガチ,,,,,
Rcvav3bu,51007,ウルムーバローネ5,狩猟笛,無属性,1764,,0,,0,精霊の加護,2,,,,パオウルムー,,,,,
zSSK00Dp,51008,ニュクスバローネ6,狩猟笛,睡眠,1756,,300,,0,闇討ち,1,,,,パオウルムー亜種,,,,,
hmahjjkA,51009,ウォータータムタム5,狩猟笛,水属性,1293,,910,,0,排水防御,1,,,,ジュラトドス,,,,,
FRa1cnxs,51010,ジャナフバローネ5,狩猟笛,火属性,1293,,910,,0,尻上がり,1,,,,アンジャナフ,,,,,
VZm5tGsK,51011,ホーン=ジャナール6,狩猟笛,雷属性,1197,,1154,,20,会心撃【属性】,1,,,,アンジャナフ亜種,,,,,
AX1cP3uJ,51012,クイーンリコーダー5,狩猟笛,毒,1516,,496,,0,体力増強,2,,,,リオレイア,,,,,
WLCqlhN1,51013,ロイヤルリコーダー5,狩猟笛,火属性,1682,,605,,0,回避距離UP,1,,,,リオレイア亜種,,,,,
Kzdl4eS8,51014,ゴルトリコーダー5,狩猟笛,火属性,1258,,1082,,30,会心撃【属性】,2,,,,リオレイア希少種,,,,,
QtPYTM6R,51015,セクタード5,狩猟笛,氷属性,1221,,1142,,0,精霊の加護,2,,,,レイギエナ,,,,,
OWRK6Yql,51016,破笛シャダー5,狩猟笛,無属性,1979,,0,,0,火事場力,1,,,,ディアブロス,,,,,
dnPOQlAF,51017,火竜笛アンビシオン5,狩猟笛,火属性,1221,,1142,,0,耳栓,1,,,,リオレウス,,,,,
lp7GEzxy,51018,バルキンホルン5,狩猟笛,睡眠,1596,,400,,0,防御,2,,,,ラドバルキン,,,,,
tuONPREp,51019,アイシクルホルン7,狩猟笛,氷属性,1191,,910,,20,回避距離UP,1,,,,ベリオロス,,,,,
VER9xTPD,51020,王牙琴【鳴雷】1,狩猟笛,雷属性,1221,,1142,,0,ジャスト回避強化,1,,,,ジンオウガ,,,,,
AGeUiVco,51021,ディープヴェロウ5,狩猟笛,龍属性,1318,,1261,,-30,強化持続,1,,,,イビルジョー,,,,,
xoH6oBYh,51022,ギガンズ=ロック5,狩猟笛,火属性,1666,,527,,-15,火事場力,1,,,,バサルモス,,,,,
VT7TTgJZ,51023,フルフルフルート5,狩猟笛,雷属性,1194,,913,,20,フルチャージ,1,,,,フルフル,,,,,
wlTfL7xa,51024,バフォルム=ダオラ5,狩猟笛,氷属性,1553,,974,,0,狩人の結束,1,,風圧耐性,2,クシャルダオラ,,,,,
nui8KhLB,51025,なるかみの音鈴の乙鳴5,狩猟笛,水属性,1138,,1156,,20,ジャスト回避強化,1,,,,タマミツネ,,,,,
M2JHXP9y,51026,テオ=オルフェス5,狩猟笛,爆破,1684,,502,,0,狩人の結束,1,,火事場力,2,テオ・テスカトル,,,,,
OpMqaAAI,51027,禍ツ琵琶ノ幽鬼ウラザ5,狩猟笛,爆破,1516,,496,,0,破壊王,1,,,,マガイマガド,,,,,
UiU7sMqz,51028,電電太鼓【雷轟】5,狩猟笛,雷属性,1318,,1261,,-30,力任せ,1,,,,ラージャン,,,,,
SdkwiyEe,51029,寂滅の一節5,狩猟笛,龍属性,1553,,974,,0,狩人の結束,1,,破壊王,2,ネルギガンテ,,,,,
tWMgqprz,51030,夢幻のメロウフォロウ5,狩猟笛,睡眠,1567,,496,,-15,回避距離UP,1,,,,イソネミクニ,,,,,
y61fygsa,51031,ストライプドラゴング改5,狩猟笛,無属性,2198,,0,,-40,凶会心,1,,,,ティガレックス,,,,,
pxoHsSTf,51032,吼鼓【鬼咬】5,狩猟笛,無属性,2198,,0,,-10,強化持続,3,,,,ティガレックス亜種,,,,,
bulbmxah,51033,雷鳴ノ笛5,狩猟笛,雷属性,1205,,1305,,0,狩人の結束,1,,力の解放,1,キリン,,,,,
biR6lVV2,51034,爆鱗鼓バゼルライド5,狩猟笛,爆破,1942,,297,,-30,破壊王,1,,,,バゼルギウス,,,,,
LuZ5qPFj,51035,ドラグマ【弐式】5,狩猟笛,無属性,1971,,0,,-20,SPスキル威力アップ,1,,,,アオアシラ,,,,,
F2927npd,51036,灼炎のフランアニマー改5,狩猟笛,火属性,1318,,1261,,-30,凶会心,1,,,,ディノバルド,,,,,
kAM3izmu,51037,マジナイオカリナ5,狩猟笛,毒,1741,,505,,0,狩人の結束,1,,闇討ち【状態異常】,2,オオナズチ,,,,,
Nw93jLcU,51038,ヒドゥントーン改5,狩猟笛,無属性,1738,,0,,40,死中に活,2,,,,ナルガクルガ,,,,,
aCCicLru,51039,ヒュドロスホルン5,狩猟笛,水属性,1328,,1074,,20,狩人の結束,1,,弱点特効,1,ネロミェール,,,,,
fUiF3hXt,51040,冷たき月の弦楽器改5,狩猟笛,氷属性,1020,,1173,,0,ハイチャージ【氷】,1,,,,ルナガロン,,,,,
WD88rTxI,51041,ゴルム・ドラム改5,狩猟笛,無属性,1979,,0,,0,果敢,1,,,,ガランゴルム,,,,,
K3xiX6Qf,51042,ローゼンギタレ改5,狩猟笛,毒,1756,,282,,20,破壊王【SPスキル】,2,,,,エスピナス,,,,,
J5jHcdc7,51043,魔奏のゲシュライ5,狩猟笛,龍属性,1205,,1305,,0,狩人の結束,1,,ハイチャージ【龍】,1,メル・ゼナ,,,,,
GcdGIfSe,51044,グルンドナーフラップ改5,狩猟笛,雷属性,1138,,1156,,20,雷属性攻撃強化,1,,,,ライゼクス,,,,,
nss2WaRq,51045,ハードボーンホルン5,狩猟笛,無属性,1596,,0,,0,SPゲージ加速,1,,,,なし,,,,,
LMIR0apU,51046,スカルホイッスル8,狩猟笛,麻痺,1596,,400,,0,グループハント強化【攻撃】,3,,,,なし,,,,,
MuzELd31,60001,スティールランス5,ランス,無属性,1596,,0,,0,毒耐性,2,,,,なし,,,,2024/08/02 14:06:52,2024/08/28 11:21:35
s0zWvMOP,60002,クルルハスター5,ランス,無属性,1596,,0,,30,不屈,2,,,,クルルヤック,,,,2024/08/02 14:06:52,2024/10/05 8:43:54
HQWz9stM,60003,ダチュラパイク5,ランス,毒,1596,,400,,0,闇討ち,1,,,,プケプケ,,,,2024/08/02 14:06:52,2024/08/20 15:56:47
SoAtQbg8,60004,ラグーナパイク6,ランス,水属性,1221,,1142,,0,耳栓,1,,,,プケプケ亜種,,,,2024/08/02 14:06:52,2024/10/18 10:14:48
lYj4IE1f,60005,ボロススティンガー5,ランス,無属性,1756,,0,,0,防御,2,,,,ボルボロス,,,,2024/08/02 14:06:52,2024/10/03 17:35:32
hY3ShkFb,60006,ライトニングパイル5,ランス,雷属性,1293,,910,,0,回避距離UP,1,,,,トビカガチ,,,,2024/08/02 14:06:52,2024/08/20 15:55:52
GmfS4xrx,60007,ニュクスハルバ6,ランス,睡眠,1756,,300,,0,闇討ち,1,,,,パオウルムー亜種,,,,2024/08/02 14:06:52,2024/08/20 15:55:27
YZ8Jr0Fp,60008,ウォータースパイク5,ランス,水属性,1293,,910,,0,背水防御,1,,,,ジュラトドス,,,,2024/08/02 14:06:52,2024/10/17 20:43:00
louWNOxK,60009,ギエナハルバ5,ランス,氷属性,1221,,1142,,0,精霊の加護,2,,,,レイギエナ,,,,2024/08/02 14:06:52,2024/10/17 20:39:05
Lzbd7fRT,60010,レッドテイル5,ランス,火属性,1221,,1142,,0,耳栓,1,,,,リオレウス,,,,2024/08/02 14:06:52,2024/10/18 10:14:14
Px5kNLpk,60011,ブループロミネンス5,ランス,火属性,1682,,605,,0,SPスキル威力アップ,1,,,,リオレウス亜種,,,,2024/08/02 14:06:52,2024/10/18 10:15:49
NYo3aoGH,60012,シルバープロミネンス5,ランス,火属性,1258,,1082,,30,会心撃【属性】,2,,,,リオレウス希少種,,,,2024/10/14 12:20:08,2024/10/18 9:48:20
Mb6GFLMY,60013,トゥースランス改5,ランス,氷属性,1191,,910,,20,回避距離UP,1,,,,ベリオロス,,,,2024/08/02 14:06:52,2024/10/17 20:37:10
ahSfCTPc,60014,迅雷の疾槍6,ランス,雷属性,1221,,1142,,0,ジャスト回避強化,1,,,,ジンオウガ,,,,2024/08/02 14:06:52,2024/10/05 8:52:29
su0oNMx1,60015,ガロンダーラ5,ランス,無属性,1719,,0,,20,SPゲージ加速【ジャスト回避】,1,,,,オドガロン,,,,2024/08/02 14:06:52,2024/10/17 22:39:22
nlJXwvw8,60016,兇槍デスガロン6,ランス,龍属性,1138,,1156,,20,超会心,1,,,,オドガロン亜種,,,,,
AlGlLwBZ,60017,アトロシスタワー5,ランス,龍属性,1318,,1261,,-30,攻めの守勢,2,,,,イビルジョー,,,,2024/08/02 14:06:52,2024/10/17 22:39:45
WrXlnb3B,60018,ヴェノムスクウィード5,ランス,毒,1671,,342,,-15,火事場力,1,,,,バサルモス,,,,2024/08/02 14:06:52,2024/12/06 22:11:16
y5EyLyz3,60019,テリオス=ダオラ5,ランス,氷属性,1553,,974,,0,狩人の結束,1,,風圧耐性,2,クシャルダオラ,,,,2024/08/02 14:06:52,2024/12/06 22:10:03
hXHWiuwd,60020,きみがきる笠槍の突刺5,ランス,水属性,1138,,1156,,20,ジャスト回避強化,1,,,,タマミツネ,,,,2024/08/02 14:06:52,2024/10/18 10:15:20
KNBa7nes,60021,テオ=ロア5,ランス,爆破,1684,,502,,0,狩人の結束,1,,火事場力,2,テオ・テスカトル,,,,2024/08/20 15:30:23,2024/10/17 20:29:04
kRuhOzdF,60022,暁の突槍シルリッター5,ランス,火属性,1588,,632,,0,ロックオン,1,,,,アケノシルム,,,,2024/10/12 10:47:07,2024/10/12 10:47:07
IU3GaxBL,60023,禍ツ槍ノ幽鬼ラコレー5,ランス,爆破,1516,,496,,0,破壊王,1,,,,マガイマガド,,,,2024/10/12 10:51:07,2024/10/12 10:51:07
cV5Juy5i,60024,大鬼槍ラージャン5,ランス,雷属性,1318,,1261,,-30,連撃,2,,,,ラージャン,,,,2024/10/12 10:49:02,2024/10/12 10:49:02
ZiRHjM2T,60025,忘滅の腕5,ランス,龍属性,1553,,974,,0,狩人の結束,1,,破壊王,2,ネルギガンテ,,,,2024/10/14 12:25:55,2024/10/14 12:25:55
MMJTDi3m,60026,ラングスイープ5,ランス,麻痺,1516,,496,,0,回避距離UP,1,,,,ラングロトラ,,,,,
Pmcr5r0a,60027,ティガスティンガー改5,ランス,無属性,2198,,0,,-40,凶会心,1,,,,ティガレックス,,,,,
w9zxd9Ve,60028,吼槍【逆咬】5,ランス,無属性,2198,,0,,-10,邁進,5,,,,ティガレックス亜種,,,,,
RW4rrHYj,60029,雷槍5,ランス,雷属性,1205,,1305,,0,狩人の結束,1,,力の解放,1,キリン,,,,,
hLKu3jcK,60030,爆鱗槍バゼルミニアド5,ランス,爆破,1942,,297,,-30,攻めの守勢,2,,,,バゼルギウス,,,,,
muwmLT5L,60031,灼炎のスヴァロー改5,ランス,火属性,1318,,1261,,-30,凶会心,1,,,,ディノバルド,,,,,
tekHHQff,60032,ヒドゥンハスター6,ランス,無属性,1738,,0,,40,死中に活,2,,,,ナルガクルガ,,,,,
OW7TTlXI,60033,ヒュドロスウーラ5,ランス,水属性,1328,,1074,,20,狩人の結束,1,,弱点特効,1,ネロミェール,,,,,
RaCSqxvm,60034,冷たき月の旋槍改5,ランス,氷属性,1020,,1173,,0,ハイチャージ【氷】,1,,,,ルナガロン,,,,,
PLpone1I,60035,ゴルム・タワー改5,ランス,無属性,1979,,0,,0,果敢,1,,,,ガランゴルム,,,,,
IQoNXNlR,60036,ローゼンランツェ改5,ランス,火属性,1197,,1154,,20,破壊王【SPスキル】,2,,,,エスピナス,,,,,
